seed	tail_id	a	b	c	alpha	beta
116	615	8	11	5	2	3
116	616	8	11	6	4	10
116	617	8	11	7	3	9
116	618	8	11	9	10	2
116	619	8	11	10	7	6
116	620	8	11	12	7	3
116	621	8	12	2	7	3
116	622	8	12	3	7	11
116	623	8	12	4	9	3
116	624	8	12	5	3	10
116	625	8	12	6	4	2
116	626	8	12	7	9	5
116	627	8	12	9	3	2
116	628	8	12	10	7	4
116	629	8	12	11	7	3
116	630	9	2	3	11	8
116	631	9	2	4	10	3
116	632	9	2	5	6	7
116	633	9	2	6	4	8
116	634	9	2	7	4	5
116	635	9	2	8	7	11
116	636	9	2	10	8	11
116	637	9	2	11	12	10
116	638	9	2	12	5	4
116	639	9	3	2	7	11
116	640	9	3	4	2	11
116	641	9	3	5	8	4
116	642	9	3	6	12	2
116	643	9	3	7	2	12
116	644	9	3	8	5	12
116	645	9	3	10	7	6
116	646	9	3	11	2	7
116	647	9	3	12	4	11
116	648	9	4	2	7	12
116	649	9	4	3	8	10
116	650	9	4	5	3	6
116	651	9	4	6	3	5
116	652	9	4	7	11	2
116	653	9	4	8	3	10
116	654	9	4	10	5	12
116	655	9	4	11	10	7
116	656	9	4	12	10	6
116	657	9	5	2	12	6
116	658	9	5	3	10	7
116	659	9	5	4	2	7
116	660	9	5	6	11	7
116	661	9	5	7	4	11
116	662	9	5	8	11	12
116	663	9	5	10	11	2
116	664	9	5	11	8	7
116	665	9	5	12	8	10
116	666	9	6	2	12	7
116	667	9	6	3	7	10
116	668	9	6	4	7	8
116	669	9	6	5	4	7
116	670	9	6	7	8	3
116	671	9	6	8	2	5
116	672	9	6	10	12	11
116	673	9	6	11	4	8
116	674	9	6	12	4	10
116	675	9	7	2	10	5
116	676	9	7	3	10	6
116	677	9	7	4	5	12
116	678	9	7	5	2	11
116	679	9	7	6	12	3
116	680	9	7	8	4	11
116	681	9	7	10	4	5
116	682	9	7	11	8	3
116	683	9	7	12	8	6
116	684	9	8	2	5	10
116	685	9	8	3	4	5
116	686	9	8	4	2	3
116	687	9	8	5	4	2
116	688	9	8	6	10	12
116	689	9	8	7	2	12
116	690	9	8	10	4	2
116	691	9	8	11	3	5
116	692	9	8	12	11	10
116	693	9	10	2	7	8
116	694	9	10	3	6	7
116	695	9	10	4	6	7
116	696	9	10	5	12	7
116	697	9	10	6	8	11
116	698	9	10	7	2	4
116	699	9	10	8	3	2
116	700	9	10	11	5	4
116	701	9	10	12	3	5
116	702	9	11	2	8	7
116	703	9	11	3	10	7
116	704	9	11	4	7	3
116	705	9	11	5	4	8
116	706	9	11	6	10	4
116	707	9	11	7	4	10
116	708	9	11	8	7	10
116	709	9	11	10	8	5
116	710	9	11	12	10	5
116	711	9	12	2	10	11
116	712	9	12	3	8	7
116	713	9	12	4	11	3
116	714	9	12	5	3	8
116	715	9	12	6	2	4
116	716	9	12	7	5	11
116	717	9	12	8	5	3
116	718	9	12	10	6	8
116	719	9	12	11	4	5
116	720	10	2	3	11	5
116	721	10	2	4	5	8
116	722	10	2	5	6	7
116	723	10	2	6	7	11
116	724	10	2	7	6	4
116	725	10	2	8	12	5
116	726	10	2	9	6	7
116	727	10	2	11	9	4
116	728	10	2	12	4	3
116	729	10	3	2	12	6
116	730	10	3	4	9	2
116	731	10	3	5	9	4
116	732	10	3	6	12	7
116	733	10	3	7	11	2
116	734	10	3	8	9	7
116	735	10	3	9	5	6
116	736	10	3	11	12	9
116	737	10	3	12	8	9
116	738	10	4	2	8	7
116	739	10	4	3	8	2
116	740	10	4	5	6	12
116	741	10	4	6	8	7
116	742	10	4	7	8	3
116	743	10	4	8	7	6
116	744	10	4	9	11	3
116	745	10	4	11	3	6
116	746	10	4	12	2	7
116	747	10	5	2	12	9
116	748	10	5	3	11	6
116	749	10	5	4	12	7
116	750	10	5	6	9	4
116	751	10	5	7	11	9
116	752	10	5	8	2	6
116	753	10	5	9	7	3
116	754	10	5	11	12	2
116	755	10	5	12	4	3
116	756	10	6	2	9	8
116	757	10	6	3	7	5
116	758	10	6	4	9	7
116	759	10	6	5	8	2
116	760	10	6	7	12	9
116	761	10	6	8	2	7
116	762	10	6	9	4	11
116	763	10	6	11	9	12
116	764	10	6	12	2	5
116	765	10	7	2	4	3
116	766	10	7	3	9	2
116	767	10	7	4	2	8
116	768	10	7	5	2	3
116	769	10	7	6	2	5
116	770	10	7	8	12	6
116	771	10	7	9	11	4
116	772	10	7	11	9	5
116	773	10	7	12	2	4
116	774	10	8	2	7	4
116	775	10	8	3	7	9
116	776	10	8	4	6	2
116	777	10	8	5	9	11
116	778	10	8	6	3	9
116	779	10	8	7	2	11
116	780	10	8	9	12	3
116	781	10	8	11	6	5
116	782	10	8	12	4	3
116	783	10	9	2	12	6
116	784	10	9	3	11	2
116	785	10	9	4	5	11
116	786	10	9	5	6	7
116	787	10	9	6	4	8
116	788	10	9	7	8	4
116	789	10	9	8	5	4
116	790	10	9	11	12	6
116	791	10	9	12	2	8
116	792	10	11	2	8	9
116	793	10	11	3	4	12
116	794	10	11	4	5	7
116	795	10	11	5	7	6
116	796	10	11	6	9	3
116	797	10	11	7	3	4
116	798	10	11	8	12	3
116	799	10	11	9	3	4
116	800	10	11	12	9	3
116	801	10	12	2	8	5
116	802	10	12	3	11	9
116	803	10	12	4	2	5
116	804	10	12	5	4	2
116	805	10	12	6	7	3
116	806	10	12	7	4	11
116	807	10	12	8	11	9
116	808	10	12	9	4	2
116	809	10	12	11	2	3
116	810	11	2	3	5	6
116	811	11	2	4	8	7
116	812	11	2	5	6	10
116	813	11	2	6	5	9
116	814	11	2	7	10	9
116	815	11	2	8	4	9
116	816	11	2	9	3	5
116	817	11	2	10	12	6
116	818	11	2	12	7	8
116	819	11	3	2	4	6
116	820	11	3	4	8	6
116	821	11	3	5	9	7
116	822	11	3	6	12	10
116	823	11	3	7	2	5
116	824	11	3	8	10	4
116	825	11	3	9	4	12
116	826	11	3	10	12	8
116	827	11	3	12	5	10
116	828	11	4	2	10	9
116	829	11	4	3	9	7
116	830	11	4	5	2	3
116	831	11	4	6	3	2
116	832	11	4	7	9	12
116	833	11	4	8	9	5
116	834	11	4	9	8	6
116	835	11	4	10	2	7
116	836	11	4	12	10	2
116	837	11	5	2	8	10
116	838	11	5	3	2	8
116	839	11	5	4	12	7
116	840	11	5	6	7	2
116	841	11	5	7	12	2
116	842	11	5	8	3	7
116	843	11	5	9	3	12
116	844	11	5	10	12	9
116	845	11	5	12	3	9
116	846	11	6	2	8	3
116	847	11	6	3	2	5
116	848	11	6	4	5	12
116	849	11	6	5	12	9
116	850	11	6	7	9	2
116	851	11	6	8	10	5
116	852	11	6	9	8	4
116	853	11	6	10	5	9
116	854	11	6	12	5	8
116	855	11	7	2	10	12
116	856	11	7	3	5	4
116	857	11	7	4	5	9
116	858	11	7	5	2	6
116	859	11	7	6	8	12
116	860	11	7	8	9	6
116	861	11	7	9	5	3
116	862	11	7	10	3	9
116	863	11	7	12	5	3
116	864	11	8	2	6	3
116	865	11	8	3	2	12
116	866	11	8	4	6	10
116	867	11	8	5	2	6
116	868	11	8	6	2	3
116	869	11	8	7	4	12
116	870	11	8	9	12	6
116	871	11	8	10	3	9
116	872	11	8	12	2	6
116	873	11	9	2	6	4
116	874	11	9	3	2	7
116	875	11	9	4	3	7
116	876	11	9	5	8	10
116	877	11	9	6	12	4
116	878	11	9	7	5	12
116	879	11	9	8	3	2
116	880	11	9	10	8	7
116	881	11	9	12	6	8
116	882	11	10	2	6	9
116	883	11	10	3	2	6
116	884	11	10	4	6	7
116	885	11	10	5	2	9
116	886	11	10	6	7	4
116	887	11	10	7	4	12
116	888	11	10	8	5	12
116	889	11	10	9	12	2
116	890	11	10	12	8	6
116	891	11	12	2	3	10
116	892	11	12	3	6	5
116	893	11	12	4	2	3
116	894	11	12	5	6	4
116	895	11	12	6	8	9
116	896	11	12	7	4	3
116	897	11	12	8	2	9
116	898	11	12	9	4	2
116	899	11	12	10	7	3
116	900	12	2	3	10	5
116	901	12	2	4	5	8
116	902	12	2	5	9	4
116	903	12	2	6	10	9
116	904	12	2	7	8	3
116	905	12	2	8	3	4
116	906	12	2	9	4	8
116	907	12	2	10	3	9
116	908	12	2	11	10	9
116	909	12	3	2	4	6
116	910	12	3	4	7	2
116	911	12	3	5	9	7
116	912	12	3	6	7	5
116	913	12	3	7	6	5
116	914	12	3	8	6	9
116	915	12	3	9	8	10
116	916	12	3	10	9	11
116	917	12	3	11	10	5
116	918	12	4	2	6	9
116	919	12	4	3	8	7
116	920	12	4	5	2	8
116	921	12	4	6	2	3
116	922	12	4	7	5	2
116	923	12	4	8	7	6
116	924	12	4	9	5	11
116	925	12	4	10	5	9
116	926	12	4	11	9	7
116	927	12	5	2	9	10
116	928	12	5	3	4	2
116	929	12	5	4	2	6
116	930	12	5	6	4	3
116	931	12	5	7	9	6
116	932	12	5	8	7	2
116	933	12	5	9	6	2
116	934	12	5	10	6	4
116	935	12	5	11	7	4
116	936	12	6	2	9	3
116	937	12	6	3	10	2
116	938	12	6	4	10	9
116	939	12	6	5	3	9
116	940	12	6	7	9	4
116	941	12	6	8	5	10
116	942	12	6	9	10	8
116	943	12	6	10	5	11
116	944	12	6	11	8	3
116	945	12	7	2	9	11
116	946	12	7	3	4	10
116	947	12	7	4	10	11
116	948	12	7	5	8	6
116	949	12	7	6	10	4
116	950	12	7	8	2	6
116	951	12	7	9	8	5
116	952	12	7	10	2	4
116	953	12	7	11	3	8
116	954	12	8	2	9	4
116	955	12	8	3	11	4
116	956	12	8	4	7	10
116	957	12	8	5	9	7
116	958	12	8	6	9	11
116	959	12	8	7	6	5
116	960	12	8	9	3	6
116	961	12	8	10	4	11
116	962	12	8	11	4	6
116	963	12	9	2	10	6
116	964	12	9	3	5	7
116	965	12	9	4	11	2
116	966	12	9	5	4	3
116	967	12	9	6	10	11
116	968	12	9	7	5	8
116	969	12	9	8	6	5
116	970	12	9	10	5	6
116	971	12	9	11	5	8
116	972	12	10	2	3	8
116	973	12	10	3	7	11
116	974	12	10	4	8	6
116	975	12	10	5	8	3
116	976	12	10	6	8	7
116	977	12	10	7	11	4
116	978	12	10	8	5	3
116	979	12	10	9	7	5
116	980	12	10	11	7	4
116	981	12	11	2	7	3
116	982	12	11	3	10	5
116	983	12	11	4	10	9
116	984	12	11	5	7	8
116	985	12	11	6	7	9
116	986	12	11	7	5	3
116	987	12	11	8	10	5
116	988	12	11	9	5	10
116	989	12	11	10	2	5
120	0	2	3	4	8	7
120	1	2	3	5	4	12
120	2	2	3	6	5	7
120	3	2	3	7	12	10
120	4	2	3	8	10	9
120	5	2	3	9	8	12
120	6	2	3	10	12	5
120	7	2	3	11	5	7
120	8	2	3	12	4	7
120	9	2	4	3	11	6
120	10	2	4	5	12	9
120	11	2	4	6	7	5
120	12	2	4	7	10	9
120	13	2	4	8	3	6
120	14	2	4	9	5	10
120	15	2	4	10	5	11
120	16	2	4	11	12	5
120	17	2	4	12	8	5
120	18	2	5	3	10	8
120	19	2	5	4	3	11
120	20	2	5	6	12	9
120	21	2	5	7	12	10
120	22	2	5	8	9	10
120	23	2	5	9	12	10
120	24	2	5	10	6	4
120	25	2	5	11	7	9
120	26	2	5	12	4	9
120	27	2	6	3	8	4
120	28	2	6	4	10	8
120	29	2	6	5	10	9
120	30	2	6	7	3	5
120	31	2	6	8	9	11
120	32	2	6	9	11	10
120	33	2	6	10	12	9
120	34	2	6	11	12	4
120	35	2	6	12	8	7
120	36	2	7	3	9	12
120	37	2	7	4	11	6
120	38	2	7	5	4	12
120	39	2	7	6	8	12
120	40	2	7	8	3	10
120	41	2	7	9	12	8
120	42	2	7	10	5	3
120	43	2	7	11	5	6
120	44	2	7	12	5	3
120	45	2	8	3	9	4
120	46	2	8	4	7	6
120	47	2	8	5	11	4
120	48	2	8	6	3	10
120	49	2	8	7	10	6
120	50	2	8	9	5	3
120	51	2	8	10	6	3
120	52	2	8	11	9	4
120	53	2	8	12	7	11
120	54	2	9	3	4	8
120	55	2	9	4	11	12
120	56	2	9	5	11	7
120	57	2	9	6	7	10
120	58	2	9	7	8	3
120	59	2	9	8	3	7
120	60	2	9	10	8	6
120	61	2	9	11	3	7
120	62	2	9	12	3	6
120	63	2	10	3	7	8
120	64	2	10	4	8	7
120	65	2	10	5	9	3
120	66	2	10	6	12	7
120	67	2	10	7	6	12
120	68	2	10	8	3	5
120	69	2	10	9	7	6
120	70	2	10	11	5	7
120	71	2	10	12	9	8
120	72	2	11	3	10	6
120	73	2	11	4	10	3
120	74	2	11	5	4	3
120	75	2	11	6	9	3
120	76	2	11	7	12	6
120	77	2	11	8	4	10
120	78	2	11	9	3	8
120	79	2	11	10	7	4
120	80	2	11	12	6	7
120	81	2	12	3	6	9
120	82	2	12	4	10	9
120	83	2	12	5	8	4
120	84	2	12	6	8	9
120	85	2	12	7	3	9
120	86	2	12	8	6	5
120	87	2	12	9	6	5
120	88	2	12	10	4	5
120	89	2	12	11	3	4
120	90	3	2	4	8	12
120	91	3	2	5	11	7
120	92	3	2	6	11	12
120	93	3	2	7	12	11
120	94	3	2	8	10	9
120	95	3	2	9	4	12
120	96	3	2	10	8	12
120	97	3	2	11	4	10
120	98	3	2	12	7	11
120	99	3	4	2	5	11
120	100	3	4	5	6	11
120	101	3	4	6	5	8
120	102	3	4	7	6	9
120	103	3	4	8	10	2
120	104	3	4	9	2	10
120	105	3	4	10	5	9
120	106	3	4	11	8	12
120	107	3	4	12	7	5
120	108	3	5	2	10	12
120	109	3	5	4	8	6
120	110	3	5	6	8	4
120	111	3	5	7	8	2
120	112	3	5	8	7	4
120	113	3	5	9	7	10
120	114	3	5	10	12	2
120	115	3	5	11	2	10
120	116	3	5	12	9	6
120	117	3	6	2	5	10
120	118	3	6	4	8	5
120	119	3	6	5	7	10
120	120	3	6	7	10	5
120	121	3	6	8	12	4
120	122	3	6	9	2	12
120	123	3	6	10	4	5
120	124	3	6	11	8	2
120	125	3	6	12	7	8
120	126	3	7	2	6	8
120	127	3	7	4	8	2
120	128	3	7	5	8	2
120	129	3	7	6	5	9
120	130	3	7	8	2	9
120	131	3	7	9	4	5
120	132	3	7	10	5	6
120	133	3	7	11	9	8
120	134	3	7	12	2	9
120	135	3	8	2	4	9
120	136	3	8	4	2	7
120	137	3	8	5	6	2
120	138	3	8	6	5	7
120	139	3	8	7	9	6
120	140	3	8	9	6	11
120	141	3	8	10	2	12
120	142	3	8	11	6	5
120	143	3	8	12	11	2
120	144	3	9	2	7	6
120	145	3	9	4	6	10
120	146	3	9	5	4	6
120	147	3	9	6	4	7
120	148	3	9	7	6	10
120	149	3	9	8	5	4
120	150	3	9	10	7	2
120	151	3	9	11	8	2
120	152	3	9	12	2	6
120	153	3	10	2	4	11
120	154	3	10	4	5	9
120	155	3	10	5	2	6
120	156	3	10	6	2	4
120	157	3	10	7	6	4
120	158	3	10	8	5	4
120	159	3	10	9	11	12
120	160	3	10	11	4	6
120	161	3	10	12	2	11
120	162	3	11	2	7	6
120	163	3	11	4	5	12
120	164	3	11	5	2	4
120	165	3	11	6	9	2
120	166	3	11	7	10	12
120	167	3	11	8	10	6
120	168	3	11	9	6	5
120	169	3	11	10	5	7
120	170	3	11	12	10	5
120	171	3	12	2	6	5
120	172	3	12	4	7	8
120	173	3	12	5	2	11
120	174	3	12	6	9	4
120	175	3	12	7	8	5
120	176	3	12	8	7	5
120	177	3	12	9	4	11
120	178	3	12	10	2	7
120	179	3	12	11	9	7
120	180	4	2	3	7	8
120	181	4	2	5	8	3
120	182	4	2	6	9	7
120	183	4	2	7	10	6
120	184	4	2	8	7	3
120	185	4	2	9	12	5
120	186	4	2	10	8	5
120	187	4	2	11	8	6
120	188	4	2	12	11	7
120	189	4	3	2	5	12
120	190	4	3	5	12	9
120	191	4	3	6	5	11
120	192	4	3	7	8	2
120	193	4	3	8	9	10
120	194	4	3	9	12	8
120	195	4	3	10	9	7
120	196	4	3	11	6	2
120	197	4	3	12	10	6
120	198	4	5	2	3	12
120	199	4	5	3	2	10
120	200	4	5	6	11	12
120	201	4	5	7	6	10
120	202	4	5	8	7	11
120	203	4	5	9	12	11
120	204	4	5	10	3	6
120	205	4	5	11	8	2
120	206	4	5	12	9	8
120	207	4	6	2	8	3
120	208	4	6	3	2	10
120	209	4	6	5	9	2
120	210	4	6	7	12	2
120	211	4	6	8	10	5
120	212	4	6	9	2	5
120	213	4	6	10	8	5
120	214	4	6	11	2	8
120	215	4	6	12	10	11
120	216	4	7	2	5	9
120	217	4	7	3	11	9
120	218	4	7	5	2	8
120	219	4	7	6	12	3
120	220	4	7	8	6	11
120	221	4	7	9	11	12
120	222	4	7	10	6	2
120	223	4	7	11	8	12
120	224	4	7	12	8	6
120	225	4	8	2	3	5
120	226	4	8	3	6	5
120	227	4	8	5	2	6
120	228	4	8	6	10	11
120	229	4	8	7	3	2
120	230	4	8	9	5	12
120	231	4	8	10	12	6
120	232	4	8	11	3	5
120	233	4	8	12	7	3
120	234	4	9	2	5	11
120	235	4	9	3	2	8
120	236	4	9	5	10	2
120	237	4	9	6	10	12
120	238	4	9	7	5	2
120	239	4	9	8	5	3
120	240	4	9	10	12	6
120	241	4	9	11	7	10
120	242	4	9	12	8	11
120	243	4	10	2	7	9
120	244	4	10	3	6	11
120	245	4	10	5	3	6
120	246	4	10	6	2	3
120	247	4	10	7	8	6
120	248	4	10	8	5	9
120	249	4	10	9	11	6
120	250	4	10	11	7	2
120	251	4	10	12	5	6
120	252	4	11	2	12	7
120	253	4	11	3	12	5
120	254	4	11	5	3	9
120	255	4	11	6	3	2
120	256	4	11	7	2	12
120	257	4	11	8	5	3
120	258	4	11	9	7	6
120	259	4	11	10	3	7
120	260	4	11	12	3	10
120	261	4	12	2	3	5
120	262	4	12	3	7	2
120	263	4	12	5	11	2
120	264	4	12	6	3	11
120	265	4	12	7	8	9
120	266	4	12	8	3	7
120	267	4	12	9	5	3
120	268	4	12	10	6	7
120	269	4	12	11	10	8
120	270	5	2	3	10	6
120	271	5	2	4	7	10
120	272	5	2	6	7	11
120	273	5	2	7	9	6
120	274	5	2	8	10	9
120	275	5	2	9	6	11
120	276	5	2	10	8	4
120	277	5	2	11	8	9
120	278	5	2	12	4	8
120	279	5	3	2	11	8
120	280	5	3	4	6	8
120	281	5	3	6	2	7
120	282	5	3	7	4	9
120	283	5	3	8	12	4
120	284	5	3	9	4	7
120	285	5	3	10	2	11
120	286	5	3	11	12	9
120	287	5	3	12	2	10
120	288	5	4	2	7	11
120	289	5	4	3	9	2
120	290	5	4	6	7	8
120	291	5	4	7	12	3
120	292	5	4	8	7	9
120	293	5	4	9	11	7
120	294	5	4	10	3	11
120	295	5	4	11	8	2
120	296	5	4	12	9	10
120	297	5	6	2	7	4
120	298	5	6	3	9	10
120	299	5	6	4	2	8
120	300	5	6	7	10	4
120	301	5	6	8	10	12
120	302	5	6	9	7	11
120	303	5	6	10	12	2
120	304	5	6	11	4	3
120	305	5	6	12	10	8
120	306	5	7	2	8	11
120	307	5	7	3	8	11
120	308	5	7	4	12	3
120	309	5	7	6	8	11
120	310	5	7	8	11	12
120	311	5	7	9	11	12
120	312	5	7	10	8	9
120	313	5	7	11	2	4
120	314	5	7	12	11	6
120	315	5	8	2	7	6
120	316	5	8	3	12	9
120	317	5	8	4	2	10
120	318	5	8	6	4	2
120	319	5	8	7	2	6
120	320	5	8	9	2	4
120	321	5	8	10	4	9
120	322	5	8	11	10	2
120	323	5	8	12	2	6
120	324	5	9	2	4	6
120	325	5	9	3	4	11
120	326	5	9	4	6	8
120	327	5	9	6	4	11
120	328	5	9	7	4	6
120	329	5	9	8	12	10
120	330	5	9	10	3	12
120	331	5	9	11	10	8
120	332	5	9	12	8	3
120	333	5	10	2	3	7
120	334	5	10	3	8	9
120	335	5	10	4	11	12
120	336	5	10	6	4	2
120	337	5	10	7	4	9
120	338	5	10	8	4	2
120	339	5	10	9	12	11
120	340	5	10	11	9	12
120	341	5	10	12	7	4
120	342	5	11	2	7	6
120	343	5	11	3	8	6
120	344	5	11	4	10	6
120	345	5	11	6	12	4
120	346	5	11	7	6	9
120	347	5	11	8	9	12
120	348	5	11	9	2	12
120	349	5	11	10	3	12
120	350	5	11	12	3	8
120	351	5	12	2	4	6
120	352	5	12	3	2	7
120	353	5	12	4	9	3
120	354	5	12	6	10	8
120	355	5	12	7	2	10
120	356	5	12	8	6	3
120	357	5	12	9	8	2
120	358	5	12	10	9	2
120	359	5	12	11	7	6
120	360	6	2	3	4	10
120	361	6	2	4	3	9
120	362	6	2	5	9	4
120	363	6	2	7	5	11
120	364	6	2	8	3	12
120	365	6	2	9	7	4
120	366	6	2	10	8	9
120	367	6	2	11	12	9
120	368	6	2	12	4	8
120	369	6	3	2	7	10
120	370	6	3	4	8	12
120	371	6	3	5	10	8
120	372	6	3	7	2	12
120	373	6	3	8	4	5
120	374	6	3	9	4	8
120	375	6	3	10	8	7
120	376	6	3	11	10	12
120	377	6	3	12	2	11
120	378	6	4	2	11	5
120	379	6	4	3	7	8
120	380	6	4	5	12	2
120	381	6	4	7	9	5
120	382	6	4	8	7	9
120	383	6	4	9	2	10
120	384	6	4	10	8	12
120	385	6	4	11	2	9
120	386	6	4	12	9	10
120	387	6	5	2	10	8
120	388	6	5	3	9	12
120	389	6	5	4	8	10
120	390	6	5	7	12	9
120	391	6	5	8	9	12
120	392	6	5	9	2	3
120	393	6	5	10	9	8
120	394	6	5	11	3	8
120	395	6	5	12	7	8
120	396	6	7	2	3	4
120	397	6	7	3	8	11
120	398	6	7	4	11	9
120	399	6	7	5	11	2
120	400	6	7	8	11	9
120	401	6	7	9	11	10
120	402	6	7	10	4	11
120	403	6	7	11	2	10
120	404	6	7	12	10	4
120	405	6	8	2	12	11
120	406	6	8	3	4	12
120	407	6	8	4	5	10
120	408	6	8	5	10	2
120	409	6	8	7	12	2
120	410	6	8	9	12	4
120	411	6	8	10	12	9
120	412	6	8	11	3	9
120	413	6	8	12	2	4
120	414	6	9	2	8	10
120	415	6	9	3	4	2
120	416	6	9	4	10	3
120	417	6	9	5	3	8
120	418	6	9	7	4	11
120	419	6	9	8	3	10
120	420	6	9	10	2	11
120	421	6	9	11	8	12
120	422	6	9	12	3	2
120	423	6	10	2	7	8
120	424	6	10	3	9	4
120	425	6	10	4	12	9
120	426	6	10	5	12	3
120	427	6	10	7	2	3
120	428	6	10	8	11	5
120	429	6	10	9	3	8
120	430	6	10	11	4	3
120	431	6	10	12	5	4
120	432	6	11	2	3	8
120	433	6	11	3	7	8
120	434	6	11	4	5	2
120	435	6	11	5	12	10
120	436	6	11	7	2	10
120	437	6	11	8	5	7
120	438	6	11	9	2	12
120	439	6	11	10	7	9
120	440	6	11	12	4	2
120	441	6	12	2	4	11
120	442	6	12	3	9	5
120	443	6	12	4	2	5
120	444	6	12	5	7	8
120	445	6	12	7	3	4
120	446	6	12	8	10	3
120	447	6	12	9	10	8
120	448	6	12	10	7	9
120	449	6	12	11	9	7
120	450	7	2	3	10	4
120	451	7	2	4	5	9
120	452	7	2	5	11	8
120	453	7	2	6	11	8
120	454	7	2	8	6	10
120	455	7	2	9	6	11
120	456	7	2	10	5	3
120	457	7	2	11	3	4
120	458	7	2	12	5	9
120	459	7	3	2	9	12
120	460	7	3	4	9	5
120	461	7	3	5	6	12
120	462	7	3	6	12	8
120	463	7	3	8	12	5
120	464	7	3	9	6	2
120	465	7	3	10	9	4
120	466	7	3	11	4	12
120	467	7	3	12	9	5
120	468	7	4	2	12	11
120	469	7	4	3	6	12
120	470	7	4	5	2	6
120	471	7	4	6	11	2
120	472	7	4	8	11	10
120	473	7	4	9	11	2
120	474	7	4	10	2	8
120	475	7	4	11	12	6
120	476	7	4	12	5	6
120	477	7	5	2	12	10
120	478	7	5	3	2	10
120	479	7	5	4	10	2
120	480	7	5	6	8	4
120	481	7	5	8	12	9
120	482	7	5	9	4	2
120	483	7	5	10	6	3
120	484	7	5	11	9	12
120	485	7	5	12	9	2
120	486	7	6	2	11	5
120	487	7	6	3	11	5
120	488	7	6	4	12	10
120	489	7	6	5	12	8
120	490	7	6	8	9	12
120	491	7	6	9	10	4
120	492	7	6	10	4	5
120	493	7	6	11	9	2
120	494	7	6	12	3	4
120	495	7	8	2	9	12
120	496	7	8	3	11	4
120	497	7	8	4	9	3
120	498	7	8	5	12	11
120	499	7	8	6	10	12
120	500	7	8	9	4	6
120	501	7	8	10	2	3
120	502	7	8	11	9	10
120	503	7	8	12	9	2
120	504	7	9	2	12	11
120	505	7	9	3	12	5
120	506	7	9	4	10	5
120	507	7	9	5	11	6
120	508	7	9	6	10	4
120	509	7	9	8	3	10
120	510	7	9	10	11	5
120	511	7	9	11	2	6
120	512	7	9	12	10	2
120	513	7	10	2	5	12
120	514	7	10	3	5	11
120	515	7	10	4	9	11
120	516	7	10	5	9	12
120	517	7	10	6	12	4
120	518	7	10	8	6	2
120	519	7	10	9	6	2
120	520	7	10	11	8	9
120	521	7	10	12	8	2
120	522	7	11	2	10	4
120	523	7	11	3	8	4
120	524	7	11	4	8	6
120	525	7	11	5	12	8
120	526	7	11	6	12	9
120	527	7	11	8	10	12
120	528	7	11	9	4	3
120	529	7	11	10	2	12
120	530	7	11	12	4	8
120	531	7	12	2	10	4
120	532	7	12	3	11	5
120	533	7	12	4	6	11
120	534	7	12	5	8	4
120	535	7	12	6	10	4
120	536	7	12	8	6	9
120	537	7	12	9	5	2
120	538	7	12	10	8	6
120	539	7	12	11	3	10
120	540	8	2	3	5	12
120	541	8	2	4	12	5
120	542	8	2	5	9	6
120	543	8	2	6	4	9
120	544	8	2	7	6	12
120	545	8	2	9	6	10
120	546	8	2	10	3	12
120	547	8	2	11	7	6
120	548	8	2	12	6	3
120	549	8	3	2	10	4
120	550	8	3	4	6	11
120	551	8	3	5	6	7
120	552	8	3	6	4	12
120	553	8	3	7	4	2
120	554	8	3	9	10	7
120	555	8	3	10	6	4
120	556	8	3	11	7	5
120	557	8	3	12	5	10
120	558	8	4	2	12	10
120	559	8	4	3	12	9
120	560	8	4	5	9	6
120	561	8	4	6	12	2
120	562	8	4	7	11	5
120	563	8	4	9	11	10
120	564	8	4	10	11	3
120	565	8	4	11	2	12
120	566	8	4	12	3	10
120	567	8	5	2	4	6
120	568	8	5	3	7	6
120	569	8	5	4	10	2
120	570	8	5	6	11	9
120	571	8	5	7	4	2
120	572	8	5	9	10	3
120	573	8	5	10	2	11
120	574	8	5	11	7	4
120	575	8	5	12	9	4
120	576	8	6	2	12	4
120	577	8	6	3	9	11
120	578	8	6	4	3	12
120	579	8	6	5	3	9
120	580	8	6	7	10	12
120	581	8	6	9	11	12
120	582	8	6	10	7	11
120	583	8	6	11	9	10
120	584	8	6	12	11	10
120	585	8	7	2	4	10
120	586	8	7	3	11	4
120	587	8	7	4	11	6
120	588	8	7	5	4	11
120	589	8	7	6	11	9
120	590	8	7	9	10	5
120	591	8	7	10	3	11
120	592	8	7	11	2	10
120	593	8	7	12	2	10
120	594	8	9	2	4	7
120	595	8	9	3	4	5
120	596	8	9	4	2	11
120	597	8	9	5	10	2
120	598	8	9	6	7	3
120	599	8	9	7	12	3
120	600	8	9	10	6	7
120	601	8	9	11	12	5
120	602	8	9	12	5	4
120	603	8	10	2	4	3
120	604	8	10	3	9	6
120	605	8	10	4	5	7
120	606	8	10	5	6	12
120	607	8	10	6	2	4
120	608	8	10	7	4	12
120	609	8	10	9	2	6
120	610	8	10	11	6	3
120	611	8	10	12	4	3
120	612	8	11	2	4	6
120	613	8	11	3	9	4
120	614	8	11	4	9	12
120	615	8	11	5	10	2
120	616	8	11	6	7	10
120	617	8	11	7	4	10
120	618	8	11	9	3	6
120	619	8	11	10	9	3
120	620	8	11	12	4	3
120	621	8	12	2	4	7
120	622	8	12	3	10	4
